,Case.Number,Date.Time.Reported,Earliest.Occurrence,Latest.Occurrence,General.Location,Disposition,Classification,longitude,latitude,Category
5493,17-000951,8/31/2017 20:28,8/31/2017 20:28,8/31/2017 20:28,Gerdin Business Building,Open,harassment,-93.6444688,42.0254011,Non-Violence Related
5494,17-000953,9/1/2017 2:00,9/1/2017 2:00,9/1/2017 2:00,Mortensen Road and State Avenue,Arrest,operating while intoxicated,-93.6589323,42.0118849,Alcohol Related
5495,17-000954,9/1/2017 2:28,9/1/2017 2:28,9/1/2017 2:28,Scheman Building,Arrest,public intoxication,-93.6367398,42.021491,Alcohol Related
5496,17-000960,9/1/2017 15:44,9/1/2017 15:44,9/1/2017 15:44,Parks Library,Open,theft,-93.6488141,42.0281254,Non-Violence Related
5497,17-000962,9/1/2017 21:38,9/1/2017 21:38,9/1/2017 21:38,Knapp Street and Welch Avenue,Arrest,alcohol violation,-93.6500882,42.0191138,Alcohol Related
5498,17-000963,9/1/2017 22:18,9/1/2017 22:18,9/1/2017 22:18,Linden Hall,Arrest,alcohol violation,-93.6403252,42.0231404,Alcohol Related
5499,17-000964,9/1/2017 22:27,9/1/2017 22:27,9/1/2017 22:27,Lot 61C,Open,harassment,-93.6493851,42.0152891,Non-Violence Related
5500,17-000965,9/1/2017 22:57,9/1/2017 22:57,9/1/2017 22:57,Molecular Biology Building,Arrest,public intoxication,-93.6496746,42.0311093,Alcohol Related
5501,17-000967,9/2/2017 1:53,9/2/2017 1:53,9/2/2017 1:53,State Gymnasium,Arrest,public intoxication,-93.6538021,42.0246748,Alcohol Related
5502,17-000969,9/2/2017 2:12,9/2/2017 2:12,9/2/2017 2:12,Lot 7,Arrest,public intoxication,-93.6546792,42.0257352,Alcohol Related
5503,17-000968,9/2/2017 2:22,9/2/2017 2:22,9/2/2017 2:22,Lot 50B,Arrest,operating while intoxicated,-93.6417187,42.0259655,Alcohol Related
5504,17-000971,9/2/2017 14:14,9/2/2017 14:14,9/2/2017 14:14,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5505,17-000973,9/2/2017 14:35,9/2/2017 14:35,9/2/2017 14:35,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5506,17-000972,9/2/2017 14:39,9/2/2017 14:39,9/2/2017 14:39,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5507,17-000974,9/2/2017 14:55,9/2/2017 14:55,9/2/2017 14:55,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5508,17-000975,9/2/2017 15:14,9/2/2017 15:14,9/2/2017 15:14,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5509,17-000976,9/2/2017 15:47,9/2/2017 15:47,9/2/2017 15:47,Lot G6,Arrest,alcohol violation,-93.6420154,42.0237318,Alcohol Related
5510,17-000979,9/2/2017 15:54,9/2/2017 15:54,9/2/2017 15:54,Lot G6,Arrest,alcohol violation,-93.6420154,42.0237318,Alcohol Related
5511,17-000978,9/2/2017 15:56,9/2/2017 15:56,9/2/2017 15:56,Lot C1,Arrest,alcohol violation,-93.6349461,42.0220732,Alcohol Related
5512,17-000977,9/2/2017 16:01,9/2/2017 16:01,9/2/2017 16:01,Lot G7,Arrest,alcohol violation,-93.6420154,42.0237318,Alcohol Related
5513,17-000981,9/2/2017 16:06,9/2/2017 16:06,9/2/2017 16:06,Lot C4,Arrest,alcohol violation,-93.6347608,42.0186377,Alcohol Related
5514,17-000980,9/2/2017 16:14,9/2/2017 16:14,9/2/2017 16:14,Lot G5,Open,theft,-93.6286452,42.0096516,Non-Violence Related
5515,17-000982,9/2/2017 16:20,9/2/2017 16:20,9/2/2017 16:20,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5516,17-000983,9/2/2017 16:23,9/2/2017 16:23,9/2/2017 16:23,Lot S2,Arrest,alcohol violation,-93.6369797,42.0121464,Alcohol Related
5517,17-000987,9/2/2017 16:40,9/2/2017 16:40,9/2/2017 16:40,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5518,17-000987,9/2/2017 16:40,9/2/2017 16:40,9/2/2017 16:40,Lot G3,Arrest,interference,-93.6227301,42.0493019,Miscellaneous
5519,17-000985,9/2/2017 16:41,9/2/2017 16:41,9/2/2017 16:41,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5520,17-000986,9/2/2017 16:45,9/2/2017 16:45,9/2/2017 16:45,Lot G3,Arrest,public intoxication,-93.6227301,42.0493019,Alcohol Related
5521,17-000988,9/2/2017 17:13,9/2/2017 17:13,9/2/2017 17:13,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5522,17-000989,9/2/2017 17:28,9/2/2017 17:28,9/2/2017 17:28,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5523,17-000990,9/2/2017 17:30,9/2/2017 17:30,9/2/2017 17:30,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5524,17-000992,9/2/2017 17:38,9/2/2017 17:38,9/2/2017 17:38,Lot G2,Arrest,public intoxication,-93.6363807,42.010106,Alcohol Related
5525,17-000991,9/2/2017 17:40,9/2/2017 17:40,9/2/2017 17:40,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5526,17-000991,9/2/2017 17:40,9/2/2017 17:40,9/2/2017 17:40,Lot G3,Arrest,unlawful use of license,-93.6227301,42.0493019,License Related
5527,17-000993,9/2/2017 17:52,9/2/2017 17:52,9/2/2017 17:52,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5528,17-000995,9/2/2017 17:52,9/2/2017 17:52,9/2/2017 17:52,Kildee Hall,Arrest,public intoxication,-93.6438587,42.0295129,Alcohol Related
5529,17-000996,9/2/2017 18:09,9/2/2017 18:09,9/2/2017 18:09,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5530,17-000997,9/2/2017 18:30,9/2/2017 18:30,9/2/2017 18:30,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5531,17-000998,9/2/2017 18:44,9/2/2017 18:44,9/2/2017 18:44,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5532,17-001002,9/2/2017 18:59,9/2/2017 18:59,9/2/2017 18:59,Lot G2,Arrest,operating while intoxicated,-93.6363807,42.010106,Alcohol Related
5533,17-000999,9/2/2017 19:00,9/2/2017 19:00,9/2/2017 19:00,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5534,17-001000,9/2/2017 19:07,9/2/2017 19:07,9/2/2017 19:07,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5535,17-001004,9/2/2017 19:36,9/2/2017 19:36,9/2/2017 19:36,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5536,17-001005,9/2/2017 19:40,9/2/2017 19:40,9/2/2017 19:40,Lot C4,Arrest,public intoxication,-93.6347608,42.0186377,Alcohol Related
5537,17-001006,9/2/2017 19:52,9/2/2017 19:52,9/2/2017 19:52,Lot S3,Arrest,alcohol violation,-93.6348588,42.0120423,Alcohol Related
5538,17-001008,9/2/2017 19:58,9/2/2017 19:58,9/2/2017 19:58,South 4th Street and University Boulevard,Arrest,public intoxication,-93.63108,42.016262,Alcohol Related
5539,17-001007,9/2/2017 20:03,9/2/2017 20:03,9/2/2017 20:03,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5540,17-001009,9/2/2017 20:13,9/2/2017 20:13,9/2/2017 20:13,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5541,17-001011,9/2/2017 20:33,9/2/2017 20:33,9/2/2017 20:33,Lot 85E,Arrest,alcohol violation,-93.6344334,42.0157296,Alcohol Related
5542,17-001012,9/2/2017 20:48,9/2/2017 20:48,9/2/2017 20:48,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5543,17-001014,9/2/2017 21:07,9/2/2017 21:07,9/2/2017 21:07,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5544,17-001015,9/2/2017 21:25,9/2/2017 21:25,9/2/2017 21:25,South 16th Street and University Boulevard,Arrest,public intoxication,-93.6337562,42.0114627,Alcohol Related
5545,17-001016,9/2/2017 22:10,9/2/2017 22:10,9/2/2017 22:10,Jack Trice Football Stadium,Arrest,transient merchant violation,-93.6357716,42.0139977,Miscellaneous
5546,17-001017,9/2/2017 23:28,9/2/2017 23:28,9/2/2017 23:28,Lot B4,Open,assault,-93.6366017,42.0186242,Violence Related
5547,17-001018,9/3/2017 10:14,9/3/2017 10:14,9/3/2017 10:14,South 16th Street and University Boulevard,Arrest,driving violation,-93.6337562,42.0114627,Vehicle Related
5548,17-001021,9/4/2017 0:23,9/4/2017 0:23,9/4/2017 0:23,500 block of Welch Avenue,Arrest,public intoxication,-93.650078,42.0176185,Alcohol Related
5549,17-001024,9/4/2017 23:21,9/4/2017 23:21,9/4/2017 23:21,Helser Hall,Arrest,drug violation,-93.6518379,42.02424,Drug Related
5550,17-001025,9/5/2017 0:02,9/5/2017 0:02,9/5/2017 0:02,Haber Road and North University Boulevard,Arrest,trespass,-93.6387948,42.0299502,Non-Violence Related
5551,17-001026,9/5/2017 1:48,9/5/2017 1:48,9/5/2017 1:48,3800 Lincoln Way,Arrest,drug violation,-93.669771,42.0216985,Drug Related
5552,17-001026,9/5/2017 1:48,9/5/2017 1:48,9/5/2017 1:48,3800 Lincoln Way,Arrest,driving violation,-93.669771,42.0216985,Vehicle Related
5553,17-001029,9/6/2017 12:58,9/6/2017 12:58,9/6/2017 12:58,Armory Building,Open,drug violation,-93.6509474,42.029626,Drug Related
5554,17-001033,9/7/2017 1:56,9/7/2017 1:56,9/7/2017 1:56,Chamberlain Place and Hunt Street,Arrest,public intoxication,-93.6509256,42.0202731,Alcohol Related
5555,17-001036,9/7/2017 12:01,9/7/2017 12:01,9/7/2017 12:01,Atanasoff Hall,Open,harassment,-93.6495713,42.0281363,Non-Violence Related
5556,17-001041,9/7/2017 21:05,9/7/2017 21:05,9/7/2017 21:05,Lot 63,Arrest,drug violation,-93.6367573,42.0239698,Drug Related
5557,17-001042,9/8/2017 15:24,9/8/2017 15:24,9/8/2017 15:24,Lied Recreation Center,Open,harassment,-93.6372142,42.0267276,Non-Violence Related
5558,17-001043,9/8/2017 20:58,9/8/2017 20:58,9/8/2017 20:58,Ash Avenue and Gable Lane,Arrest,alcohol violation,-93.6444023,42.0214733,Alcohol Related
5559,17-001045,9/9/2017 0:17,9/9/2017 0:17,9/9/2017 0:17,Lot 21,Arrest,public intoxication,-93.651571,42.0297193,Alcohol Related
5560,17-001046,9/9/2017 1:26,9/9/2017 1:26,9/9/2017 1:26,Arbor Street and State Avenue,Arrest,public intoxication,-93.6591238,42.0209091,Alcohol Related
5561,17-001047,9/9/2017 2:15,9/9/2017 2:15,9/9/2017 2:15,405 Hayward Avenue,Arrest,public intoxication,-93.6521453,42.0188204,Alcohol Related
5562,17-001048,9/9/2017 2:57,9/9/2017 2:57,9/9/2017 2:57,Communications Building,Arrest,public intoxication,-93.650922,42.0310143,Alcohol Related
5563,17-001049,9/9/2017 6:32,9/9/2017 6:32,9/9/2017 6:32,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5564,17-001050,9/9/2017 6:42,9/9/2017 6:42,9/9/2017 6:42,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5565,17-001051,9/9/2017 6:53,9/9/2017 6:53,9/9/2017 6:53,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5566,17-001052,9/9/2017 7:15,9/9/2017 7:15,9/9/2017 7:15,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5567,17-001053,9/9/2017 7:38,9/9/2017 7:38,9/9/2017 7:38,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5568,17-001054,9/9/2017 7:43,9/9/2017 7:43,9/9/2017 7:43,Lot S5,Arrest,alcohol violation,-93.633969,42.0126321,Alcohol Related
5569,17-001055,9/9/2017 8:13,9/9/2017 8:13,9/9/2017 8:13,Lot G7,Arrest,alcohol violation,-93.6420154,42.0237318,Alcohol Related
5570,17-001056,9/9/2017 8:22,9/9/2017 8:22,9/9/2017 8:22,Lot S7,Arrest,alcohol violation,-93.6331516,42.0140523,Alcohol Related
5571,17-001057,9/9/2017 8:42,9/9/2017 8:42,9/9/2017 8:42,South 4th Street and University Boulevard,Arrest,alcohol violation,-93.63108,42.016262,Alcohol Related
5572,17-001057,9/9/2017 8:42,9/9/2017 8:42,9/9/2017 8:42,South 4th Street and University Boulevard,Arrest,false information,-93.63108,42.016262,Fraud Related
5573,17-001058,9/9/2017 8:48,9/9/2017 8:48,9/9/2017 8:48,Lot C6,Arrest,alcohol violation,-93.6347647,42.0167821,Alcohol Related
5574,17-001059,9/9/2017 8:51,9/9/2017 8:51,9/9/2017 8:51,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5575,17-001061,9/9/2017 9:01,9/9/2017 9:01,9/9/2017 9:01,Lot C6,Arrest,alcohol violation,-93.6347647,42.0167821,Alcohol Related
5576,17-001060,9/9/2017 9:05,9/9/2017 9:05,9/9/2017 9:05,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5577,17-001063,9/9/2017 9:10,9/9/2017 9:10,9/9/2017 9:10,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5578,17-001062,9/9/2017 9:12,9/9/2017 9:12,9/9/2017 9:12,Lot C6,Arrest,alcohol violation,-93.6347647,42.0167821,Alcohol Related
5579,17-001064,9/9/2017 9:14,9/9/2017 9:14,9/9/2017 9:14,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5580,17-001074,9/9/2017 9:15,9/9/2017 9:15,9/9/2017 9:15,171 University Village,Open,domestic dispute,-93.643191,42.0420562,Non-Violence Related
5581,17-001066,9/9/2017 9:19,9/9/2017 9:19,9/9/2017 9:19,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5582,17-001065,9/9/2017 9:20,9/9/2017 9:20,9/9/2017 9:20,Lot C4,Arrest,alcohol violation,-93.6347608,42.0186377,Alcohol Related
5583,17-001067,9/9/2017 9:27,9/9/2017 9:27,9/9/2017 9:27,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5584,17-001069,9/9/2017 9:32,9/9/2017 9:32,9/9/2017 9:32,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5585,17-001068,9/9/2017 9:34,9/9/2017 9:34,9/9/2017 9:34,Lot C4,Arrest,alcohol violation,-93.6347608,42.0186377,Alcohol Related
5586,17-001068,9/9/2017 9:34,9/9/2017 9:34,9/9/2017 9:34,Lot C4,Arrest,unlawful use of license,-93.6347608,42.0186377,License Related
5587,17-001070,9/9/2017 9:39,9/9/2017 9:39,9/9/2017 9:39,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5588,17-001073,9/9/2017 9:42,9/9/2017 9:42,9/9/2017 9:42,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5589,17-001071,9/9/2017 9:44,9/9/2017 9:44,9/9/2017 9:44,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5590,17-001071,9/9/2017 9:44,9/9/2017 9:44,9/9/2017 9:44,Lot G2,Arrest,unlawful use of license,-93.6363807,42.010106,License Related
5591,17-001071,9/9/2017 9:44,9/9/2017 9:44,9/9/2017 9:44,Lot G2,Arrest,false information,-93.6363807,42.010106,Fraud Related
5592,17-001072,9/9/2017 9:51,9/9/2017 9:51,9/9/2017 9:51,Lot C4,Arrest,alcohol violation,-93.6347608,42.0186377,Alcohol Related
5593,17-001076,9/9/2017 9:52,9/9/2017 9:52,9/9/2017 9:52,Lot B5,Arrest,alcohol violation,-93.6365052,42.0178088,Alcohol Related
5594,17-001075,9/9/2017 9:55,9/9/2017 9:55,9/9/2017 9:55,Jack Trice Football Stadium,Arrest,public intoxication,-93.6357716,42.0139977,Alcohol Related
5595,17-001077,9/9/2017 10:00,9/9/2017 10:00,9/9/2017 10:00,Lot G4,Arrest,alcohol violation,-93.6286452,42.0096516,Alcohol Related
5596,17-001078,9/9/2017 10:04,9/9/2017 10:04,9/9/2017 10:04,Lot C5,Arrest,alcohol violation,-93.634768,42.0177172,Alcohol Related
5597,17-001079,9/9/2017 10:08,9/9/2017 10:08,9/9/2017 10:08,Lot B5,Arrest,alcohol violation,-93.6365052,42.0178088,Alcohol Related
5598,17-001080,9/9/2017 10:19,9/9/2017 10:19,9/9/2017 10:19,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5599,17-001081,9/9/2017 10:22,9/9/2017 10:22,9/9/2017 10:22,Lot B5,Arrest,alcohol violation,-93.6365052,42.0178088,Alcohol Related
5600,17-001083,9/9/2017 10:23,9/9/2017 10:23,9/9/2017 10:23,Lot C5,Arrest,alcohol violation,-93.634768,42.0177172,Alcohol Related
5601,17-001082,9/9/2017 10:27,9/9/2017 10:27,9/9/2017 10:27,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5602,17-001084,9/9/2017 10:32,9/9/2017 10:32,9/9/2017 10:32,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5603,17-001085,9/9/2017 10:35,9/9/2017 10:35,9/9/2017 10:35,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5604,17-001087,9/9/2017 10:36,9/9/2017 10:36,9/9/2017 10:36,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5605,17-001086,9/9/2017 10:41,9/9/2017 10:41,9/9/2017 10:41,Lot B3,Arrest,alcohol violation,-93.6365568,42.0192735,Alcohol Related
5606,17-001088,9/9/2017 10:52,9/9/2017 10:52,9/9/2017 10:52,Lot B5,Arrest,alcohol violation,-93.6365052,42.0178088,Alcohol Related
5607,17-001092,9/9/2017 10:52,9/9/2017 10:52,9/9/2017 10:52,South 16th Street and University Boulevard,Arrest,public intoxication,-93.6337562,42.0114627,Alcohol Related
5608,17-001090,9/9/2017 10:58,9/9/2017 10:58,9/9/2017 10:58,Lot A3,Arrest,alcohol violation,-93.6377976,42.0177136,Alcohol Related
5609,17-001089,9/9/2017 11:02,9/9/2017 11:02,9/9/2017 11:02,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5610,17-001091,9/9/2017 11:10,9/9/2017 11:10,9/9/2017 11:10,Lot B5,Arrest,alcohol violation,-93.6365052,42.0178088,Alcohol Related
5611,17-001093,9/9/2017 11:14,9/9/2017 11:14,9/9/2017 11:14,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5612,17-001094,9/9/2017 11:16,9/9/2017 11:16,9/9/2017 11:16,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5613,17-001095,9/9/2017 11:18,9/9/2017 11:18,9/9/2017 11:18,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5614,17-001096,9/9/2017 11:19,9/9/2017 11:19,9/9/2017 11:19,Lot B4,Arrest,alcohol violation,-93.6366017,42.0186242,Alcohol Related
5615,17-001097,9/9/2017 11:23,9/9/2017 11:23,9/9/2017 11:23,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5616,17-001101,9/9/2017 11:39,9/9/2017 11:39,9/9/2017 11:39,Lot G2,Open,assault,-93.6363807,42.010106,Violence Related
5617,17-001099,9/9/2017 11:43,9/9/2017 11:43,9/9/2017 11:43,Lot G3,Arrest,public intoxication,-93.6227301,42.0493019,Alcohol Related
5618,17-001098,9/9/2017 11:44,9/9/2017 11:44,9/9/2017 11:44,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5619,17-001100,9/9/2017 11:44,9/9/2017 11:44,9/9/2017 11:44,Lot G2,Arrest,public intoxication,-93.6363807,42.010106,Alcohol Related
5620,17-001100,9/9/2017 11:44,9/9/2017 11:44,9/9/2017 11:44,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5621,17-001102,9/9/2017 11:52,9/9/2017 11:52,9/9/2017 11:52,Lot G3,Arrest,public intoxication,-93.6227301,42.0493019,Alcohol Related
5622,17-001103,9/9/2017 12:16,9/9/2017 12:16,9/9/2017 12:16,Lot S5,Arrest,alcohol violation,-93.633969,42.0126321,Alcohol Related
5623,17-001104,9/9/2017 12:25,9/9/2017 12:25,9/9/2017 12:25,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5624,17-001105,9/9/2017 12:27,9/9/2017 12:27,9/9/2017 12:27,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5625,17-001107,9/9/2017 12:31,9/9/2017 12:31,9/9/2017 12:31,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5626,17-001108,9/9/2017 12:33,9/9/2017 12:33,9/9/2017 12:33,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5627,17-001106,9/9/2017 12:34,9/9/2017 12:34,9/9/2017 12:34,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5628,17-001116,9/9/2017 12:38,9/9/2017 12:38,9/9/2017 12:38,Lot G3,Arrest,public intoxication,-93.6227301,42.0493019,Alcohol Related
5629,17-001118,9/9/2017 12:46,9/9/2017 12:46,9/9/2017 12:46,Lot G3,Arrest,public intoxication,-93.6227301,42.0493019,Alcohol Related
5630,17-001109,9/9/2017 12:49,9/9/2017 12:49,9/9/2017 12:49,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5631,17-001109,9/9/2017 12:49,9/9/2017 12:49,9/9/2017 12:49,Lot G3,Arrest,false information,-93.6227301,42.0493019,Fraud Related
5632,17-001119,9/9/2017 12:50,9/9/2017 12:50,9/9/2017 12:50,23 Frederiksen Court,Open,theft,-93.643363,42.0332305,Non-Violence Related
5633,17-001111,9/9/2017 12:54,9/9/2017 12:54,9/9/2017 12:54,Maple Hall,Arrest,public intoxication,-93.6387491,42.023654,Alcohol Related
5634,17-001110,9/9/2017 12:55,9/9/2017 12:55,9/9/2017 12:55,South 4th Street and Beach Avenue,Arrest,public intoxication,-93.63915,42.016289,Alcohol Related
5635,17-001113,9/9/2017 12:59,9/9/2017 12:59,9/9/2017 12:59,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5636,17-001112,9/9/2017 13:01,9/9/2017 13:01,9/9/2017 13:01,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5637,17-001114,9/9/2017 13:05,9/9/2017 13:05,9/9/2017 13:05,Lot G2,Arrest,public intoxication,-93.6363807,42.010106,Alcohol Related
5638,17-001114,9/9/2017 13:05,9/9/2017 13:05,9/9/2017 13:05,Lot G2,Arrest,unlawful use of license,-93.6363807,42.010106,License Related
5639,17-001114,9/9/2017 13:05,9/9/2017 13:05,9/9/2017 13:05,Lot G2,Arrest,alcohol violation,-93.6363807,42.010106,Alcohol Related
5640,17-001115,9/9/2017 13:16,9/9/2017 13:16,9/9/2017 13:16,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5641,17-001117,9/9/2017 13:19,9/9/2017 13:19,9/9/2017 13:19,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5642,17-001120,9/9/2017 13:30,9/9/2017 13:30,9/9/2017 13:30,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5643,17-001122,9/9/2017 13:34,9/9/2017 13:34,9/9/2017 13:34,Lot G3,Arrest,public intoxication,-93.6227301,42.0493019,Alcohol Related
5644,17-001121,9/9/2017 13:36,9/9/2017 13:36,9/9/2017 13:36,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
5645,17-001123,9/9/2017 13:45,9/9/2017 13:45,9/9/2017 13:45,Lot G3,Arrest,alcohol violation,-93.6227301,42.0493019,Alcohol Related
